ID;AÑO;NT1_1;NT1_2;NT1_3;NT1_4;NT2_1;NT2_2;NT2_3;NT2_4;NT2_5;NT3;NT3_1;NT3_2;NT3_3;NT4_1;NT4_2;NT4_3;NT5_1;NT5_2;NT5_3;NT5_4;NT5_5;NT5_6;NT5_7;NT5_8;NT5_9;NT5_10;NT5_11;NT5_12;EDAD;SEXO;GRUPO_DE_EDAD;ZONA;PONDERA
164;2014;1;2;1;2;1;2;1;1;2;1;1;2; ;6;16;14;3;4; ; ; ; ; ; ; ; ; ; ;23;2;2;1;613.661114405997
167;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;1; ;3;4;5;6;7;8;9;10;14; ; ; ;18;2;1;1;476.022265734145
170;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;3;1;3;4;5;6;7;8;9;10; ; ; ; ;20;2;2;1;642.883072234854
176;2014;1;1;1;1;2;1;2;2;2;1;2; ; ;1;2;15;99; ; ; ; ; ; ; ; ; ; ; ;23;2;2;1;803.603840293567
180;2014;1;2;1;2;2;1;2;2;2;1;1; ; ;2;6;5;8;14;15; ; ; ; ; ; ; ; ; ;23;2;2;1;803.603840293567
181;2014;1;1;1;1;2;2;1;1;2;1;1;4;8;1;2;3;3;8;14; ; ; ; ; ; ; ; ; ;24;2;2;1;932.5920490426
182;2014;2;1;1;2;2;2;1;2;1;1;1;4;5;1;2;7;1;3;5;6;8;10;12;13;14;15; ; ;26;2;3;1;991.164608829118
188;2014;2;1;1;2;2;2;1;2;1;1;1;2;8;4;5;1;1;3;4;6;7;8;10;12;15; ; ; ;23;2;2;1;1169.60439299818
190;2014;2;1;1;2;1;2;1;2;1;1;1;4; ;1; ; ;3;4;7;10;12;14; ; ; ; ; ; ;28;2;3;1;1243.06279670834
191;2014;2;1;1;2;2;2;1;2;1;1;1;2;8;6;2;1;1;2;3;4;6;7;8;9;10;11;13;14;22;2;2;1;1185.06171977789
192;2014;1;2;1;1;2;2;1;1;2;1;1;4; ;1;2;3;2;3;7;8;14; ; ; ; ; ; ; ;22;2;2;1;1185.06171977789
193;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;2;1;14;1;2;3;4;5;7;8;9;10;11;13;14;26;2;3;1;1259.49093939612
197;2014;1;2;1;2;1;2;1;1;2;1;8;2; ;2;3;1;2;3;4;5;7;9;10;12;14; ; ; ;25;2;3;1;1314.25141502204
205;2014;2;1;1;2;2;2;1;2;1;1;1;2; ;17;2;1;3;14; ; ; ; ; ; ; ; ; ; ;25;2;3;1;1560.67355533867
206;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;4;2;3;2;3;10; ; ; ; ; ; ; ; ; ;28;2;3;1;1418.29631871128
208;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;2; ; ;5;10; ; ; ; ; ; ; ; ; ; ;19;2;1;1;988.116552198624
209;2014;1;1;1;2;2;2;1;2;1;1;8;1; ;2;14; ;3;9; ; ; ; ; ; ; ; ; ; ;18;2;1;1;988.116552198624
210;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;1;2;14;10;11;14; ; ; ; ; ; ; ; ; ;21;2;2;1;1418.29631871128
211;2014;2;1;1;2;1;2;1;2;1;1;1;6;8;14;3;2;2;3;10;13; ; ; ; ; ; ; ; ;19;2;1;1;526.486811596178
216;2014;1;1;1;2;1;2;1;1;1;1;1;2; ;2;1;4;3;7;8; ; ; ; ; ; ; ; ; ;26;2;3;1;1692.09869684087
218;2014;1;2;2;2;2;1;2;2;2;1;3; ; ;1;2;5;2;3;4;10; ; ; ; ; ; ; ; ;29;2;3;1;1692.09869684087
223;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2;6;7;4;5;10;14; ; ; ; ; ; ; ; ;22;2;2;1;582.225975369137
224;2014;1;2;1;2;2;2;1;2;2;1;1; ; ;1;2;4;4;7;9;10;14; ; ; ; ; ; ; ;28;2;3;1;618.793374572875
228;2014;2;1;1;2;2;2;1;2;2;1;1; ; ;2;4;13;14; ; ; ; ; ; ; ; ; ; ; ;27;2;3;1;941.880180765791
231;2014;2;1;1;2;1;2;1;2;1;1;1;3;8;2;6;13;7;10; ; ; ; ; ; ; ; ; ; ;26;2;3;1;542.128708696589
232;2014;2;1;1;2;1;2;1;2;1;1;1;8; ;2;3;4;2;8;12; ; ; ; ; ; ; ; ; ;24;2;2;1;510.091783730483
233;2014;1;2;1;2;1;2;1;1;2;1;1;2; ;1;3;2;3;5;8; ; ; ; ; ; ; ; ; ;23;2;2;1;510.091783730483
235;2014;2;1;1;2;1;2;1;2;1;1;2;1;8;3;1;2;7;12;13; ; ; ; ; ; ; ; ; ;28;2;3;1;542.128708696589
236;2014;1;2;1;2;1;2;1;1;1;1;1;8; ;2;4;6;2;7; ; ; ; ; ; ; ; ; ; ;29;2;3;1;438.083805007345
245;2014;2;1;1;2;2;1;2;2;2;1;1;2; ;2;1;5;2;5;6;10; ; ; ; ; ; ; ; ;23;2;2;1;1205.6714888175
248;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;1;4;7;4;10; ; ; ; ; ; ; ; ; ; ;23;2;2;1;870.762741923753
249;2014;1;1;1;2;2;2;1;1;1;1;1;2; ;1;5; ;3;4; ; ; ; ; ; ; ; ; ; ;27;2;3;1;925.452038078016
6;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;2;1;6;1;4;5;7;9;10;11;14;15; ; ; ;19;2;1;1;290.543451229774
10;2014;1;2;1;1;2;2;1;1;2;1;8;1;4;1; ; ;5;7;8;10;11;15; ; ; ; ; ; ;15;2;1;1;290.543451229774
13;2014;2;1;1;1;2;2;1;2;1;1;1;8;6;1;6; ;1;2;3;4;7;9;10;11;14; ; ; ;17;2;1;1;365.336814912686
25;2014;2;1;1;1;2;2;1;2;1;1;8;1;6;2;1;3;2;3;4;5;7;9;10;11;12;14; ; ;15;2;1;1;489.033531772887
29;2014;1;1;1;2;2;2;1;1;1;1;1;4;8;1;2;6;3;5;7;10; ; ; ; ; ; ; ; ;19;2;1;1;727.796961991414
30;2014;1;1;1;1;2;2;1;1;1;1;1;4;6;3;2;1;3;5;8;11;13;14; ; ; ; ; ; ;22;2;2;1;982.912734484454
31;2014;1;1;1;2;2;2;1;2;1;1;1;8;4;6;4;2;1;3;4;5;7;8;9;10;11;12;13;14;19;2;1;1;940.670381704318
39;2014;1;1;1;2;1;1;2;1;2;1;1; ; ;2;3;5;2;3;4;7;8;10;11; ; ; ; ; ;17;2;1;1;356.706811410812
49;2014;1;1;1;2;2;2;1;1;1;1;1;8;4;1;2;3;2;3;4;7;8;10; ; ; ; ; ; ;17;2;1;1;327.94013307123
60;2014;1;1;1;2;1;2;2;1;1;1;1;4;6;1;5;4;3;4;7;10; ; ; ; ; ; ; ; ;19;2;1;1;696.153615817874
65;2014;1;1;1;2;2;2;1;1;2;1;1;6;8;1;2;6;1;2;3;4;7;9;10;11;12;13;14; ;17;2;1;1;871.630353689322
67;2014;2;1;1;2;2;2;2;2;1;1;1;6; ;1;2;3;2;3;4;5;6;7;10; ; ; ; ; ;19;2;1;1;1075.87376990035
72;2014;1;1;1;1;1;2;1;2;2;1;1;8; ;3; ; ;1;3;4;7;11;14; ; ; ; ; ; ;15;2;1;1;473.317593769746
81;2014;1;1;1;2;1;2;1;1;1;1;1;6; ;2;3; ;3;4; ; ; ; ; ; ; ; ; ; ;19;2;1;1;494.954969484935
87;2014;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2;1;1;530.115705022116
93;2014;1;1;1;2;2;2;1;2;2;1;1;6; ;3;1;2;2;3;4;7;10;11; ; ; ; ; ; ;20;2;2;1;540.606219833855
94;2014;1;1;1;1;2;2;1;1;1;1;1;6; ;2;1;4;3;8;10; ; ; ; ; ; ; ; ; ;15;2;1;1;400.291450730985
95;2014;1;2;1;2;2;2;2;1;2;1;1; ; ;1;2;6;3;8;10; ; ; ; ; ; ; ; ; ;18;2;1;1;400.291450730985
104;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;5;2;3;3; ; ; ; ; ; ; ; ; ; ; ;25;2;3;1;800.695444925359
110;2014;1;1;1;2;2;2;1;1;1;1;1;6;8;2;1;15;1;4;10; ; ; ; ; ; ; ; ; ;23;2;2;1;569.828177662711
120;2014;1;1;1;1;1;2;1;1;1;1;1;6;8;2; ; ;3;5;14; ; ; ; ; ; ; ; ; ;19;2;1;1;478.726937698543
121;2014;1;1;1;1;1;2;1;1;1;1;1;8;7;2;1;6;2;3;5;14; ; ; ; ; ; ; ; ;18;2;1;1;419.224154481775
133;2014;1;1;1;2;2;2;1;1;1;1;1;5;8;5;2;6;3;7;9;14; ; ; ; ; ; ; ; ;20;2;2;1;441.982112161462
140;2014;1;1;1;1;1;2;1;1;1;1;1;7;8;6;7;2;2;3;4;6;7;14; ; ; ; ; ; ;17;2;1;1;362.426043229406
149;2014;1;1;1;1;2;2;1;1;1;1;1; ; ;3;2;1;3;4;5;6;7;8;9; ; ; ; ; ;17;2;1;1;435.452186268167
151;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;6;3;2;3;14; ; ; ; ; ; ; ; ; ; ;17;2;1;1;478.726937698543
152;2014;1;1;1;2;2;2;1;1;2;1;1;4; ;2;1;11;7;11; ; ; ; ; ; ; ; ; ; ;21;2;2;1;646.535816963461
158;2014;1;1;1;1;2;2;1;1;1;1;1; ; ;3;6; ;5;8;10; ; ; ; ; ; ; ; ; ;15;2;1;1;424.633498410572
160;2014;2;1;1;1;2;2;1;2;1;1;1; ; ;2;3; ;10; ; ; ; ; ; ; ; ; ; ; ;17;2;1;1;424.633498410572
177;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;1;6;5;7;10;11;14; ; ; ; ; ; ; ;18;2;1;1;595.027832167681
183;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;1;2;3;1;4;5;7;9;11;12;13;14;15; ; ;19;2;1;1;690.537049992089
185;2014;1;1;1;1;2;2;1;1;1;1;1;4;6;1;3;2;3;4;5;7;10;11;12;14;15; ; ; ;16;2;1;1;690.537049992089
194;2014;1;1;1;1;2;2;1;1;1;1;1;8;6;2;1; ;2;3;5;7;8;9;10;11;13;14;15; ;16;2;1;1;877.478019326964
203;2014;1;1;1;1;2;2;1;2;1;1;1; ; ;2;12; ;1;5;14; ; ; ; ; ; ; ; ; ;16;2;1;1;1087.3097196008
204;2014;1;1;1;1;1;2;1;2;1;1;1; ; ;2; ; ;7;10; ; ; ; ; ; ; ; ; ; ;15;2;1;1;1087.3097196008
219;2014;1;1;1;2;2;1;2;2;2;1;1;6; ;1;2;4;1;2;3;4;5;6;7;8;9;10; ; ;15;2;1;1;1178.87264335666
225;2014;1;2;1;2;1;2;1;2;2;1;1;4;8;1;4;2;1;4;7;8;9;14; ; ; ; ; ; ;18;2;1;1;431.10876601716
230;2014;2;1;1;2;2;2;1;2;2;1;1;4;8;2;3;7;10; ; ; ; ; ; ; ; ; ; ; ;24;2;2;1;886.220068703465
240;2014;2;1;1;1;1;2;1;1;1;1;1;6; ;1;2;3;1;2;3;4;5; ; ; ; ; ; ; ;20;2;2;1;412.195380792309
243;2014;1;1;1;2;2;2;1;2;2;1;1;6; ;1;2;5;2;4;5;7;10; ; ; ; ; ; ; ;23;2;2;1;1205.6714888175
252;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;5;1;2;2;3;4;7;10;14; ; ; ; ; ; ;20;1;2;2;1842.27479577006
253;2014;1;1;1;2;2;2;1;1;1;1;1;2; ;5;2;1;2;3;4;5;7; ; ; ; ; ; ; ;28;1;3;2;1869.06270435761
258;2014;1;1;1;2;2;2;1;1;1;1;2;8;2;2;1;6;3;4;6;7;10; ; ; ; ; ; ; ;21;1;2;2;759.808249102906
264;2014;1;1;1;2;1;2;1;1;1;1;8; ; ;17;9;6;2;3;4;7;8;10; ; ; ; ; ; ;29;1;3;2;1019.00876254525
267;2014;2;1;1;2;1;2;1;2;1;1;1;2;8;1;2;6;4;7;10;12;14;15; ; ; ; ; ; ;29;1;3;2;527.983814790286
268;2014;1;2;1;2;1;2;1;2;2;1;1;4;8;1;2;6;1;2;3;4;5;6;7;8;9;10;11;14;21;1;2;2;520.416608974593
269;2014;1;1;1;2;2;2;1;2;1;1;1;6; ;1;2;6;3;11; ; ; ; ; ; ; ; ; ; ;17;1;1;2;392.564940732703
275;2014;2;1;1;2;1;2;1;2;1;1;1;3; ;2;4;2;3;5;7;10;14; ; ; ; ; ; ; ;29;1;3;2;84.4774103664458
276;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;1;2;3;2;4;5;7;8;10; ; ; ; ; ; ;24;1;2;2;671.337425577225
281;2014;2;2;1;2;1;2;1;2;2;1;8;1;2;2;1; ;3;4;5;7;10; ; ; ; ; ; ; ;18;1;1;2;859.71722020462
286;2014;2;1;1;2;2;2;1;2;1;1;1;2;5;7;2;6;5;7;10; ; ; ; ; ; ; ; ; ;26;1;3;2;1114.0458492075
289;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;2;1; ;3;10; ; ; ; ; ; ; ; ; ; ;23;1;2;2;1098.07904493639
292;2014;1;1;1;2;2;2;1;2;2;1;1;2; ;1;4;5;2;3;4;5;10; ; ; ; ; ; ; ;28;1;3;2;1351.63856586313
293;2014;2;1;1;2;2;2;1;2;2;1;1; ; ;1;4;2;4;7;8;9;10; ; ; ; ; ; ; ;18;1;1;2;1004.96624827572
295;2014;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1;1;2;1004.96624827572
297;2014;1;1;1;1;1;2;1;1;1;1;1;3; ;2;3;2;5;9; ; ; ; ; ; ; ; ; ; ;19;1;1;2;749.799036799463
298;2014;2;1;1;2;1;1;2;2;1;1;1;3; ;2;1; ;3;5; ; ; ; ; ; ; ; ; ; ;18;1;1;2;749.799036799463
300;2014;1;1;1;2;1;2;1;1;1;1;1;2;4;6;2; ;3;4;7; ; ; ; ; ; ; ; ; ;26;1;3;2;1008.44908624945
304;2014;2;2;2;1;2;1;2;2;2;1;3; ; ;1;2;3;3;4;6;7; ; ; ; ; ; ; ; ;18;1;1;2;710.542542726193
308;2014;1;2;1;2;2;2;2;2;2;1;1; ; ;1;6;5;2;3;4;7;9; ; ; ; ; ; ; ;20;1;2;2;1066.85404839792
310;2014;2;1;2;2;2;2;1;2;2;1;3; ; ;1;2;6;2;3;4;5;6;7;8;9; ; ; ; ;28;1;3;2;1082.36682032009
314;2014;2;1;1;1;2;2;1;2;1;1;1;4;8;2;1;4;3;4;5;7;8;10;12;14; ; ; ; ;29;1;3;2;1457.97979906728
315;2014;2;1;1;2;2;2;1;2;1;1;1;8;4;1;2;5;1;3;4;5;7;8;10;14;15; ; ; ;28;1;3;2;1457.97979906728
317;2014;1;2;1;2;2;2;1;1;2;1;1;8;4;2;6;1;2;3;5;7;8;10;11;12;14;15; ; ;20;1;2;2;733.939145259976
323;2014;1;2;1;2;2;1;2;1;2;1;1; ; ;4;1; ;8;9; ; ; ; ; ; ; ; ; ; ;26;1;3;2;973.722222948505
325;2014;2;1;2;2;2;1;2;2;2;1;4;3;8;1;2;6;3;8; ; ; ; ; ; ; ; ; ; ;24;1;2;2;959.766574570738
332;2014;1;2;1;1;1;2;2;2;2;1;1; ; ;2;6; ;3;7;11; ; ; ; ; ; ; ; ; ;16;1;1;2;433.613105081762
335;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;2;1;3;2;3;4;5;10;14; ; ; ; ; ; ;25;1;3;2;583.191919626912
337;2014;1;2;1;1;2;2;1;1;2;1;1;8; ;1;2;5;2;3; ; ; ; ; ; ; ; ; ; ;22;1;2;2;1616.71909620204
339;2014;1;2;1;2;2;2;1;1;2;1;1;2;8;2;1;5;2;4;5;7;10;14; ; ; ; ; ; ;26;1;3;2;1640.22727395069
342;2014;2;2;2;2;2;2;1;2;2;1;8;3;4;1;2;6;9; ; ; ; ; ; ; ; ; ; ; ;17;1;1;2;882.712392487873
343;2014;1;2;1;2;1;2;1;1;2;1;1;4;8;6;2;1;4;8;10; ; ; ; ; ; ; ; ; ;23;1;2;2;1170.19667915577
350;2014;1;2;1;2;1;2;1;1;2;1;8;1;2;1;2;3;3;4;6;7;8; ; ; ; ; ; ; ;19;1;1;2;813.024572028304
353;2014;1;2;1;2;1;2;1;1;2;1;1;8; ;2;6;1;3;7;10; ; ; ; ; ; ; ; ; ;22;1;2;2;533.773923825437
355;2014;1;2;1;1;1;2;1;1;2;1;1;8; ;2;1;6;1;4;7; ; ; ; ; ; ; ; ; ;27;1;3;2;541.535353939275
356;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;7;12;4;4;7;8;10;11; ; ; ; ; ; ; ;22;1;2;2;1011.09099032318
360;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;2;12;14;1;3;4;5;6;7;8;9;10;15; ; ;26;1;3;2;1025.79293005805
361;2014;1;1;1;1;2;2;1;2;2;1;8;1; ;2;3; ;2;3;4;7;9;14; ; ; ; ; ; ;27;1;3;2;1052.24297965002
364;2014;2;2;1;1;2;2;1;2;2;1;9; ; ;2;1;6;2;5;7;14; ; ; ; ; ; ; ; ;29;1;3;2;1052.24297965002
365;2014;1;1;1;2;1;2;1;1;1;1;8;1; ;2;4;1;2;5;7;9;10;11;14;15; ; ; ; ;18;1;1;2;782.360540932083
366;2014;1;2;2;2;2;2;2;1;2;1;3; ; ;99; ; ;3;4; ; ; ; ; ; ; ; ; ; ;22;1;2;2;1486.17718545662
367;2014;2;1;1;2;2;2;1;2;2;1;1; ; ;99; ; ;2;3; ; ; ; ; ; ; ; ; ; ;27;1;3;2;1507.78719644972
371;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;1;2; ;2;3;4; ; ; ; ; ; ; ; ; ;19;1;1;2;1383.44241994088
372;2014;2;1;1;2;2;2;1;2;2;1;1; ; ;1;2;4;2;3; ; ; ; ; ; ; ; ; ; ;29;1;3;2;1860.67356157626
374;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;1;2;6;3;8; ; ; ; ; ; ; ; ; ; ;21;1;2;2;1834.00588843582
376;2014;2;1;1;2;1;2;1;2;2;1;2;1;4;1;2; ;3;4;10;14; ; ; ; ; ; ; ; ;21;1;2;2;1296.45243837705
380;2014;1;2;1;2;1;2;1;2;2;1;1;2;3;7;1;2;4;10; ; ; ; ; ; ; ; ; ; ;21;1;2;2;1296.45243837705
381;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;1;5;9;4;10; ; ; ; ; ; ; ; ; ; ;24;1;2;2;942.299577161854
382;2014;1;1;1;2;2;2;1;1;1;1;1;2;8;99; ; ;1;4;5;7;10; ; ; ; ; ; ; ;28;1;3;2;956.001243706421
383;2014;1;2;2;2;2;2;2;2;2;1;3; ; ;2;6;3;3;4;8;14; ; ; ; ; ; ; ; ;17;1;1;2;710.803174383417
387;2014;1;2;1;1;1;2;1;2;2;1;1;8; ;5;1;2;3;4;7;8;10; ; ; ; ; ; ; ;27;1;3;2;1052.24297965002
389;2014;1;2;1;1;2;2;1;2;2;1;1; ; ;1;2;5;3;4;5;7;9;10; ; ; ; ; ; ;24;1;2;2;1037.16195070164
391;2014;1;2;1;2;2;2;1;2;2;1;1;2;8;1;13;4;1;2;3;4;10;14; ; ; ; ; ; ;29;1;3;2;808.430581926235
395;2014;2;1;1;2;1;2;1;2;2;1;1;2;8;4;2;3;1;2;3;4;5;7;8;10;14; ; ; ;21;1;2;2;796.843937734185
398;2014;1;1;1;2;2;1;2;1;1;1;1;6; ;99; ; ;10;11; ; ; ; ; ; ; ; ; ; ;27;1;3;2;1809.75445612866
400;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;1;2;4;2;3;4;5;7;10; ; ; ; ; ; ;23;1;2;2;1783.81656928106
401;2014;1;1;1;2;1;2;1;1;1;1;2; ; ;99; ; ;4; ; ; ; ; ; ; ; ; ; ; ;24;1;2;2;1412.92401527213
404;2014;1;2;1;2;1;2;1;1;2;1;1;2; ;5;2; ;3;4;5; ; ; ; ; ; ; ; ; ;23;1;2;2;1412.92401527213
405;2014;1;1;1;2;2;2;1;1;1;1;1;2; ;1;2;3;2;3;4; ; ; ; ; ; ; ; ; ;19;1;1;2;1065.80847488324
409;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;2;6;9;2;4;7; ; ; ; ; ; ; ; ; ;27;1;3;2;698.816077118988
410;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;3;6; ;3;4; ; ; ; ; ; ; ; ; ; ;26;1;3;2;698.816077118988
411;2014;2;1;1;1;1;2;1;2;1;1;1; ; ;2;1;3;1;2;3;14; ; ; ; ; ; ; ; ;24;1;2;2;777.108208399672
416;2014;1;2;1;1;1;2;1;1;2;1;1;8; ;6;2;1;3; ; ; ; ; ; ; ; ; ; ; ;20;1;2;2;1377.60091489033
417;2014;1;1;1;1;1;2;1;1;1;1;1;4;8;2;3;5;3; ; ; ; ; ; ; ; ; ; ; ;16;1;1;2;1039.16326301116
423;2014;2;1;1;2;2;2;1;2;1;1;1;2;8;2;6; ;3; ; ; ; ; ; ; ; ; ; ; ;28;1;3;2;1487.22395899682
428;2014;1;2;1;1;1;2;1;1;2;1;1;8; ;2;1;5;2;3;5;7;8;9;10; ; ; ; ; ;24;1;2;2;1730.69130084037
430;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;6;12;3;5;6;7;8;9; ; ; ; ; ; ;21;1;2;2;1730.69130084037
431;2014;1;1;1;2;1;2;1;1;1;1;1;2; ;2; ; ;3;5; ; ; ; ; ; ; ; ; ; ;26;1;3;2;772.285524220371
433;2014;2;1;1;1;1;2;1;2;1;1;1; ; ;6;1;2;5;8;9; ; ; ; ; ; ; ; ; ;25;1;3;2;772.285524220371
443;2014;2;1;1;2;2;2;1;2;1;1;8;7; ;2;1;5;3;4;5;14; ; ; ; ; ; ; ; ;28;1;3;2;961.714049029141
446;2014;1;2;1;1;1;2;1;1;2;1;1;4;5;2;6;1;3;8;9; ; ; ; ; ; ; ; ; ;19;1;1;2;1067.1590622893
447;2014;2;2;2;1;2;1;2;2;2;1;5;3;4;2;6;1;7;8; ; ; ; ; ; ; ; ; ; ;27;1;3;2;1435.28536105107
452;2014;1;2;1;1;1;1;2;2;2;1;1;4;5;1;6; ;4;6;7;9; ; ; ; ; ; ; ; ;26;1;3;2;947.142624043851
454;2014;1;2;1;2;2;2;1;1;2;1;1;2;8;2;1;6;3;5;7;9; ; ; ; ; ; ; ; ;25;1;3;2;947.142624043851
455;2014;1;1;1;2;2;2;1;1;1;1;1;8; ;2;6;1;2;3;4;5;6;7;8;10; ; ; ; ;23;1;2;2;933.567921615137
460;2014;1;2;1;2;1;2;1;1;2;1;1; ; ;2;3; ;4;6;7; ; ; ; ; ; ; ; ; ;24;1;2;2;890.480171386747
463;2014;1;1;2;2;1;1;1;1;1;1;3; ; ;1;2;3;1;2;3;4;10; ; ; ; ; ; ; ;15;1;1;2;1159.24893060868
464;2014;1;2;1;2;2;2;1;2;2;1;1; ; ;1;2;3;3;4;5; ; ; ; ; ; ; ; ; ;24;1;2;2;1536.79642481261
465;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;99; ; ;2; ; ; ; ; ; ; ; ; ; ; ;25;1;3;2;1559.14247342603
466;2014;1;1;1;2;2;1;2;1;1;1;1;2;6;99; ; ;10; ; ; ; ; ; ; ; ; ; ; ;24;1;2;2;1335.72025708012
469;2014;2;2;2;2;2;2;1;2;2;1;2;5; ;1;2; ;2;3;7; ; ; ; ; ; ; ; ; ;28;1;3;2;1355.14252363197
474;2014;1;1;1;2;1;2;1;1;1;1;1;2;6;1;3;5;1;3;4;7;8;10;13;14; ; ; ; ;19;1;1;2;1199.99114655671
476;2014;1;2;1;2;2;2;1;1;2;1;1;2; ;1;2;5;2;3;4;7;8;10; ; ; ; ; ; ;22;1;2;2;1567.58421191145
478;2014;1;1;1;2;2;2;1;2;2;1;1; ; ;2;1;5;2;3;4;6;7;8;9;10; ; ; ; ;20;1;2;2;1567.58421191145
480;2014;1;1;1;2;1;2;1;1;1;1;1;2; ;1;2;4;4;7;10; ; ; ; ; ; ; ; ; ;25;1;3;2;1590.37793555593
481;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;17; ; ;3;10; ; ; ; ; ; ; ; ; ; ;18;1;1;2;1331.37703851547
483;2014;2;1;1;2;1;2;1;2;2;1;8;1; ;2;6; ;3;8;10; ; ; ; ; ; ; ; ; ;18;1;1;2;1331.37703851547
484;2014;1;1;1;1;2;2;1;1;2;1;8;1; ;1;2; ;3;10; ; ; ; ; ; ; ; ; ; ;25;1;3;2;1790.64774966297
489;2014;1;2;1;2;2;2;1;2;2;1;1;2;8;1;6;2;2;3;4;5;6;7;8;9;10; ; ; ;25;1;3;2;1437.23043065055
497;2014;1;2;1;1;2;2;1;2;2;1;1;8; ;1;6;2;3; ; ; ; ; ; ; ; ; ; ; ;28;1;3;2;1605.1235468659
500;2014;2;1;1;2;1;2;1;2;1;1;8;1; ;2;6;1;3; ; ; ; ; ; ; ; ; ; ; ;22;1;2;2;1582.11848516041
501;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;1;20;16;3; ; ; ; ; ; ; ; ; ; ; ;27;1;3;2;997.576783799836
507;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;2;18; ;2; ; ; ; ; ; ; ; ; ; ; ;20;1;2;2;1315.96771195586
508;2014;1;1;1;1;2;1;2;1;1;1;1; ; ;21;2;5;2; ; ; ; ; ; ; ; ; ; ; ;22;1;2;2;1315.96771195586
509;2014;2;1;1;2;2;2;1;2;1;1;1;2;8;2;1;6;3; ; ; ; ; ; ; ; ; ; ; ;27;1;3;2;1335.10276328098
513;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;1;8;2;10; ; ; ; ; ; ; ; ; ; ; ;28;1;3;2;1365.1050725682
515;2014;1;1;1;1;1;2;1;1;1;1;1;8;2;21;17; ;10; ; ; ; ; ; ; ; ; ; ; ;22;1;2;2;1345.5400200897
516;2014;1;2;2;1;2;1;2;1;2;1;3;4; ;2;1;6;3;5;7; ; ; ; ; ; ; ; ; ;24;1;2;2;1160.7130942532
518;2014;1;2;1;1;2;1;2;2;2;1;1; ; ;1;2;6;3;5;7;8;9;14; ; ; ; ; ; ;18;1;1;2;875.558656651993
519;2014;1;1;1;1;1;2;1;2;2;1;1; ; ;1;2;6;2;3;5;7;8;10;14;15; ; ; ; ;28;1;3;2;1177.59063952312
522;2014;1;2;1;2;2;2;1;1;2;1;1;8; ;1;2;9;3;4;5;7;8;10;15; ; ; ; ; ;24;1;2;2;1138.53386315282
526;2014;1;1;1;2;2;2;1;1;1;1;1;4;5;1;2;3;3;4;5;7;8;9;10;11;13;14;15; ;16;1;1;2;786.329748967714
527;2014;1;2;1;1;2;2;1;1;2;1;1;4;5;1;2;9;1;2;3;4;5;8;10;12;14;15; ; ;28;1;3;2;1057.58140237426
528;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2;4;6;3;4;7;10;14;15; ; ; ; ; ; ;19;1;1;2;786.329748967714
532;2014;2;2;2;2;2;2;1;2;2;1;8;1;2;1;2;3;3;4;7;10; ; ; ; ; ; ; ; ;23;1;2;2;2376.65372133417
533;2014;1;1;1;1;1;2;1;1;1;1;8;1;2;1;2;3;2;3;4;5;7;8;9;10; ; ; ; ;16;1;1;2;1792.77700051893
534;2014;1;2;1;1;1;2;1;1;2;1;8;1;2;1;2;4;3;4;6;7;8; ; ; ; ; ; ; ;25;1;3;2;2411.21185716577
538;2014;1;2;1;2;1;2;1;1;2;1;1;8; ;1;2;6;3; ; ; ; ; ; ; ; ; ; ; ;24;1;2;2;1674.46057639453
