ID;AÑO;NT1_1;NT1_2;NT1_3;NT1_4;NT2_1;NT2_2;NT2_3;NT2_4;NT2_5;NT3;NT3_1;NT3_2;NT3_3;NT4_1;NT4_2;NT4_3;NT5_1;NT5_2;NT5_3;NT5_4;NT5_5;NT5_6;NT5_7;NT5_8;NT5_9;NT5_10;NT5_11;NT5_12;EDAD;SEXO;GRUPO_DE_EDAD;ZONA;PONDERA
539;2014;1;1;1;2;1;2;1;1;1;1;1;2;8;2;1;6;3; ; ; ; ; ; ; ; ; ; ; ;27;1;3;2;1698.80835391225
540;2014;1;1;1;1;2;2;1;1;1;1;1;2;8;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ;26;1;3;2;1698.80835391225
541;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;1;2;4;3;4;7;10;14; ; ; ; ; ; ; ;22;1;2;2;3065.34315194804
542;2014;1;2;1;1;1;2;1;1;2;1;1;8; ;2;1;4;3;4;5;14; ; ; ; ; ; ; ; ;21;1;2;2;3065.34315194804
549;2014;2;1;1;2;2;1;2;2;1;1;1; ; ;2;1;6;4;5;7;14; ; ; ; ; ; ; ; ;19;1;1;2;1008.4370627919
251;2014;1;2;1;2;2;1;2;2;2;1;1;4;3;5;2; ;3;4;7; ; ; ; ; ; ; ; ; ;18;1;1;2;1389.67989019377
257;2014;2;1;1;2;2;2;2;2;1;1;1;6;4;1;2;3;3;4;5;7;10; ; ; ; ; ; ; ;18;1;1;2;573.144813469747
265;2014;1;1;1;2;2;1;2;2;1;1;1;8;4;3;2;1;3; ; ; ; ; ; ; ; ; ; ; ;17;1;1;2;757.650335614117
272;2014;1;1;1;1;1;2;1;1;1;1;1;3; ;2;1;2;2;5;9;11; ; ; ; ; ; ; ; ;20;1;2;2;83.2666574359349
277;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;2; ; ;2;3;4;5;7;10;11;14; ; ; ; ;17;1;1;2;506.408773545187
288;2014;2;1;1;2;2;2;1;2;1;1;8;6;1;1;2;4;3;4;7;10; ; ; ; ; ; ; ; ;22;1;2;2;1098.07904493639
305;2014;1;1;1;1;1;2;1;1;1;1;1;4;6;1;2;5;2;3;7; ; ; ; ; ; ; ; ; ;17;1;1;2;710.542542726193
311;2014;1;1;1;1;2;2;1;1;1;1;1;4;8;1;2;6;3;4;5;7;10;11;12;15; ; ; ; ;20;1;2;2;1437.08364106848
320;2014;1;1;1;2;1;2;1;1;1;1;1;4;8;3;17;1;1;3;4;5;8;9;10;11;12;14;15; ;15;1;1;2;553.631018095464
322;2014;2;1;2;2;2;1;2;2;2;1;3;4;6;1;2;5;3;7;8; ; ; ; ; ; ; ; ; ;15;1;1;2;723.9790236633
330;2014;2;1;2;2;2;1;2;2;2;1;4;3;8;1;2;6;2;3;7;10; ; ; ; ; ; ; ; ;15;1;1;2;452.970832987198
333;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;1;2; ;5;11;14; ; ; ; ; ; ; ; ; ;15;1;1;2;433.613105081762
348;2014;1;1;1;2;2;2;1;1;1;1;1;6; ;2;3;7;2;3;4;5;7;8;9;11; ; ; ; ;15;1;1;2;813.024572028304
352;2014;1;2;1;1;1;2;1;1;2;1;1;3;4;1;2;6;3;7; ; ; ; ; ; ; ; ; ; ;20;1;2;2;533.773923825437
368;2014;1;1;1;1;2;2;1;1;1;1;6; ; ;2;4; ;3; ; ; ; ; ; ; ; ; ; ; ;18;1;1;2;1121.06540926244
378;2014;1;2;1;2;2;2;1;2;2;1;1;3;4;1;2;4;1;2;3;4;14; ; ; ; ; ; ; ;18;1;1;2;977.950676165104
388;2014;1;1;1;2;2;2;2;2;1;1;1;4; ;1;2;3;3;4;5;7;14; ; ; ; ; ; ; ;18;1;1;2;782.360540932083
399;2014;1;1;1;2;2;2;1;1;1;1;1;6; ;2;2;4;2;3;4;7; ; ; ; ; ; ; ; ;19;1;1;2;1345.58319954009
414;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;1;2;3;2;3;5;7;15; ; ; ; ; ; ; ;16;1;1;2;586.19466118578
418;2014;1;1;1;1;1;2;1;2;2;1;1;8; ;2;3;6;3; ; ; ; ; ; ; ; ; ; ; ;15;1;1;2;1039.16326301116
425;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;2;6; ;3; ; ; ; ; ; ; ; ; ; ; ;15;1;1;2;1105.77629269136
426;2014;1;1;1;2;2;2;1;1;2;1;1;8; ;2;1;8;3;5;11; ; ; ; ; ; ; ; ; ;16;1;1;2;1305.50930970417
432;2014;1;1;1;2;1;1;2;1;1;1;1; ; ;2;6; ;3;8;9;14; ; ; ; ; ; ; ; ;15;1;1;2;574.207414226729
451;2014;1;1;1;1;2;2;1;2;2;1;1;8; ;2;1;6;3;5;7;8; ; ; ; ; ; ; ; ;18;1;1;2;704.216640089385
456;2014;2;1;1;2;2;2;1;2;1;1;1;6; ;2;3; ;3;5;7; ; ; ; ; ; ; ; ; ;15;1;1;2;671.714333623721
472;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;1;2;4;3;5;7;10;14; ; ; ; ; ; ; ;20;1;2;2;1590.80768171755
490;2014;1;1;1;1;1;2;1;1;1;1;1;4;6;3;6;1;3;9;11;14; ; ; ; ; ; ; ; ;15;1;1;2;1068.60525459795
491;2014;1;1;1;2;2;1;2;2;2;1;1; ; ;1;4;6;2;3;4;7;8;9;10; ; ; ; ; ;17;1;1;2;1340.13609797939
495;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;1;4;2;2;3;4;5;6;7;8;9;10;11; ; ;16;1;1;2;1340.13609797939
496;2014;1;1;1;1;1;2;1;1;1;1;8;1; ;2;6; ;3; ; ; ; ; ; ; ; ; ; ; ;19;1;1;2;1193.43664027724
502;2014;1;2;1;1;2;1;2;1;2;1;1; ; ;2;6; ;3; ; ; ; ; ; ; ; ; ; ; ;17;1;1;2;741.715295125574
504;2014;1;1;1;1;1;2;1;1;1;1;1;6;8;2;17; ;3; ; ; ; ; ; ; ; ; ; ; ;17;1;1;2;741.715295125574
254;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;4;2;6;4;9;14; ; ; ; ; ; ; ; ; ;21;2;2;2;1997.73021839532
255;2014;1;2;1;2;2;2;1;1;2;1;1;4;8;1;2;9;2;3;4;10; ; ; ; ; ; ; ; ;29;2;3;2;1689.81720032045
256;2014;2;1;1;2;1;2;1;2;1;1;1;8;2;2;1;6;2;3;4;5;6;7;10; ; ; ; ; ;23;2;2;2;823.922632445526
259;2014;1;1;1;2;1;1;2;1;1;1;1;4;6;1;2;5;3;4;7;10; ; ; ; ; ; ; ; ;29;2;3;2;696.930257759283
261;2014;1;1;1;2;2;2;1;1;1;1;1;2;6;2;3;9;1;2;3;4;5;6;7;8;10;11;14;15;23;2;2;2;1089.15800042457
263;2014;1;1;1;2;2;2;1;1;1;1;3;4; ;1;6;7;2;3;4;5;7;8;10;12;15; ; ; ;26;2;3;2;921.284518818778
270;2014;1;1;1;2;1;1;2;1;1;1;3; ; ;1;2;9;3;7;10; ; ; ; ; ; ; ; ; ;27;2;3;2;477.349491615947
271;2014;2;1;1;2;1;2;1;2;1;1;1;2;5;1;2;2;2;8;13; ; ; ; ; ; ; ; ; ;29;2;3;2;76.3759186585515
274;2014;2;1;1;2;1;2;1;2;1;1;1;3;5;1;2;2;3;5;8; ; ; ; ; ; ; ; ; ;27;2;3;2;76.3759186585515
278;2014;2;2;1;2;2;1;2;2;2;1;5; ; ;99; ; ;2;3;4; ; ; ; ; ; ; ; ; ;26;2;3;2;615.780844184572
282;2014;1;1;1;2;2;2;1;1;1;1;1;8; ;1;2;5;3;4;6;7; ; ; ; ; ; ; ; ;23;2;2;2;1235.88394866829
283;2014;2;1;1;2;2;2;2;2;1;1;1;3;4;2;1;5;2;3;4;6;7;8;9; ; ; ; ; ;24;2;2;2;1139.71237365436
287;2014;1;2;1;2;2;1;2;2;2;1;2;4;3;1;2;5;2;3;4; ; ; ; ; ; ; ; ; ;26;2;3;2;1007.20742730965
290;2014;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;2;3;2;1007.20742730965
291;2014;1;1;1;2;2;2;1;2;2;1;1; ; ;1;2;4;2;4;10; ; ; ; ; ; ; ; ; ;29;2;3;2;1222.01469853682
296;2014;1;1;1;2;1;2;1;1;1;1;1;2;5;1;2;2;3;10; ; ; ; ; ; ; ; ; ; ;19;2;1;2;817.919112545154
299;2014;2;1;1;2;1;2;1;2;1;1;1;2; ;2;4;2;3;5;10; ; ; ; ; ; ; ; ; ;26;2;3;2;911.737528986459
301;2014;2;2;2;2;2;2;2;2;2;1;3; ; ;1;2;6;2;3;4;7;8;10;11; ; ; ; ; ;18;2;1;2;775.096122359544
303;2014;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;2;2;2;1021.43833200439
306;2014;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;2;3;2;978.566457812692
307;2014;1;1;1;2;2;2;2;2;2;1;1; ; ;1;2;4;4;6;7;9;10; ; ; ; ; ; ; ;23;2;2;2;1156.87766884475
309;2014;1;2;1;2;2;2;1;2;2;1;1;2; ;1;6;2;2;3;4;5;6;7; ; ; ; ; ; ;19;2;1;2;877.871298805008
312;2014;1;1;1;1;1;2;1;1;1;1;1;4; ;1;6;2;1;3;4;5;6;8;10;11;15; ; ; ;28;2;3;2;1318.15767145726
313;2014;2;1;1;2;1;2;1;2;1;1;1;2;4;1;6; ;4;5;7;8;10;11;12;14;15; ; ; ;24;2;2;2;1558.34809373488
316;2014;1;1;1;2;2;2;1;1;2;1;1;8;4;1;2;13;1;3;4;5;6;7;8;9;10;11;12;13;24;2;2;2;795.870633586026
318;2014;2;1;1;2;2;2;1;2;1;1;1;4;8;1;2;6;3;4;5;6;7;8;9;10;11;12;14;15;26;2;3;2;673.201953637103
321;2014;1;1;1;2;2;1;2;1;1;1;1; ; ;1;5;2;3;7;10; ; ; ; ; ; ; ; ; ;29;2;3;2;880.341016294673
326;2014;1;2;1;1;2;1;2;1;2;1;1; ; ;1;5;2;3;5;8; ; ; ; ; ; ; ; ; ;29;2;3;2;550.801598430357
327;2014;1;2;2;2;1;2;1;1;2;1;3;8; ;2;5;1;3;7;9; ; ; ; ; ; ; ; ; ;23;2;2;2;651.16688202493
329;2014;2;2;1;2;2;2;1;2;2;1;4;3;8;1;2;6;2;3;4;6;7;10; ; ; ; ; ; ;23;2;2;2;600.495664303617
331;2014;1;2;1;2;1;2;1;1;2;1;1;8; ;2;1;6;3;5;10; ; ; ; ; ; ; ; ; ;24;2;2;2;623.33923749395
340;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;5;2;6;2;3;7; ; ; ; ; ; ; ; ; ;24;2;2;2;1753.14160545174
344;2014;1;2;1;1;2;2;1;1;2;1;1;3;8;1;5;2;4;7;13; ; ; ; ; ; ; ; ; ;25;2;3;2;1073.35696104377
347;2014;1;1;1;2;2;2;1;1;1;1;1;6;2;1;2;6;3;4;5;7;10;11; ; ; ; ; ; ;29;2;3;2;988.618253592948
349;2014;1;1;1;2;2;2;1;1;1;1;1;2;6;2;4; ;2;3;4;5;7;9; ; ; ; ; ; ;23;2;2;2;1168.76107030116
351;2014;1;2;1;2;1;2;1;1;2;1;1;3;4;2;3;1;2;3;11; ; ; ; ; ; ; ; ; ;16;2;1;2;439.221099156488
354;2014;2;2;1;2;2;2;1;2;2;1;8;7;3;2;1;6;4;10;13; ; ; ; ; ; ; ; ; ;27;2;3;2;489.601420826984
357;2014;1;1;1;2;2;1;2;2;1;1;1; ; ;4;6;14;3;4;5;8;9;10;14; ; ; ; ; ;21;2;2;2;1096.40919452061
358;2014;2;1;1;2;2;2;1;2;2;1;1;8; ;6;9;4;1;2;3;4;5;6;7;8;10;11;13;14;25;2;3;2;927.418075989575
359;2014;2;2;2;1;2;2;1;2;2;1;3; ; ;2;5; ;2;3;4;5;7;9;14;15; ; ; ; ;19;2;1;2;831.986120517579
362;2014;1;1;1;1;2;2;1;1;1;1;1;2;8;2;4;1;2;4;5;7;10;14; ; ; ; ; ; ;25;2;3;2;951.331531993824
370;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2; ; ;2;3; ; ; ; ; ; ; ; ; ; ;25;2;3;2;1363.18847572286
377;2014;2;2;2;2;2;2;1;2;2;1;3;8; ;2;13;1;3;5;6;14; ; ; ; ; ; ; ; ;27;2;3;2;1189.16441499228
379;2014;1;2;1;1;2;2;1;2;2;1;1;5;8;2;6;1;4;6;10;14; ; ; ; ; ; ; ; ;23;2;2;2;1405.85010379819
384;2014;2;1;1;2;2;2;1;2;1;1;1;8;2;2;1;14;1;2;3;4;5;7;10;11;13;14;15; ;23;2;2;2;1021.81300227283
385;2014;2;2;2;1;1;2;1;2;2;1;8; ; ;6;1;2;2;3;4;5;6;10;11;14; ; ; ; ;29;2;3;2;864.319501628536
390;2014;1;2;1;2;2;2;1;1;2;1;1;8;4;1;2; ;1;2;3;4;5;7;8;9;10;11;14;15;26;2;3;2;951.331531993824
393;2014;2;1;1;2;1;2;1;2;2;1;1;2;7;2;4;6;2;4;10;12;14; ; ; ; ; ; ; ;26;2;3;2;730.901055068426
394;2014;1;2;1;2;1;2;1;2;2;1;1;3;4;13;1;2;10; ; ; ; ; ; ; ; ; ; ; ;19;2;1;2;655.690835699671
396;2014;1;1;1;2;2;2;1;2;1;1;1; ; ;1;2;3;1;2;3;5; ; ; ; ; ; ; ; ;28;2;3;2;1636.19668895692
397;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;2; ; ;1;2;3;5;12; ; ; ; ; ; ; ;21;2;2;2;1934.33915109146
402;2014;1;2;1;2;2;2;1;1;2;1;1; ; ;2; ; ;3;7; ; ; ; ; ; ; ; ; ; ;28;2;3;2;1295.99737739162
403;2014;1;1;1;2;1;2;1;1;1;1;1;2;6;1;2;3;1;2;3;7; ; ; ; ; ; ; ; ;26;2;3;2;1295.99737739162
406;2014;1;1;1;1;1;2;1;1;1;1;1;2; ;2;3;4;2;3;4;7; ; ; ; ; ; ; ; ;26;2;3;2;631.798721478416
407;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2;3; ;3;4; ; ; ; ; ; ; ; ; ; ;22;2;2;2;746.923038540266
412;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;2;3;4;3;4;5;6; ; ; ; ; ; ; ; ;20;2;2;2;842.682402455685
413;2014;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26;2;3;2;712.798557565392
419;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;2;4;6;3; ; ; ; ; ; ; ; ; ; ; ;29;2;3;2;1263.59744295683
420;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;2;4; ;3; ; ; ; ; ; ; ; ; ; ; ;23;2;2;2;1493.84607708053
421;2014;1;1;1;2;2;2;1;1;1;1;1;2;8;2;1;6;5; ; ; ; ; ; ; ; ; ; ; ;28;2;3;2;1344.59727904381
422;2014;2;1;1;1;1;2;1;2;1;1;1;8; ;2;6; ;3; ; ; ; ; ; ; ; ; ; ; ;19;2;1;2;1206.23729773273
427;2014;1;2;1;2;2;2;1;1;2;1;1;8; ;2;1;12;2;4;5;8; ; ; ; ; ; ; ; ;26;2;3;2;1587.46780627946
429;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;1;2;6;2;3;7;9;10; ; ; ; ; ; ; ;22;2;2;2;1876.73104921219
434;2014;1;1;1;2;2;2;1;1;1;1;1;8; ;1;2; ;2;3;4;5;6;7;9;11; ; ; ; ;17;2;1;2;626.374795926532
436;2014;1;2;1;2;2;2;1;1;2;1;1;8; ;1;2; ;3;4;5;8;9; ; ; ; ; ; ; ;28;2;3;2;1132.96457543596
438;2014;1;1;1;1;2;2;1;1;1;1;1;4;5;6;5;2;3;4;7; ; ; ; ; ; ; ; ; ;22;2;2;2;1339.40971147094
439;2014;2;1;1;2;2;1;2;2;1;1;1;4;5;4;1;6;4;7;10;11; ; ; ; ; ; ; ; ;26;2;3;2;1132.96457543596
440;2014;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;2;3;2;1132.96457543596
441;2014;1;2;2;2;1;2;1;1;2;1;8; ; ;2;4;6;3;4;14; ; ; ; ; ; ; ; ; ;28;2;3;2;869.484441613646
442;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;2;4;1;3;4;5;10;14; ; ; ; ; ; ; ;19;2;1;2;780.013896814172
444;2014;2;2;2;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;2;2;2;1027.9190808963
445;2014;1;1;1;1;1;2;1;1;1;1;1;8;6;1;2;12;2;4;5;8;10;14; ; ; ; ; ; ;22;2;2;2;1027.9190808963
449;2014;1;1;1;2;1;2;1;1;1;1;1;2;4;2;1;6;4;6;7;8; ; ; ; ; ; ; ; ;19;2;1;2;1164.11164903327
453;2014;1;2;1;2;1;2;1;1;2;1;1;5;4;1;2;6;6;8;14; ; ; ; ; ; ; ; ; ;24;2;2;2;1012.34454936757
457;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;1;2; ;3;4;7;11; ; ; ; ; ; ; ; ;28;2;3;2;816.788414849183
459;2014;1;1;1;2;2;2;1;1;1;1;1;2; ;2;3; ;2;3;4; ; ; ; ; ; ; ; ; ;24;2;2;2;965.620954781373
461;2014;1;1;1;1;1;2;1;1;1;1;1;2; ;2;9; ;10; ; ; ; ; ; ; ; ; ; ; ;27;2;3;2;1409.6187159494
462;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;1; ;3;7; ; ; ; ; ; ; ; ; ; ;19;2;1;2;1264.56798422904
475;2014;1;1;1;2;1;2;1;1;1;1;1;2;6;1;2;3;4;5;7;10;14; ; ; ; ; ; ; ;25;2;3;2;1459.16026704614
482;2014;1;1;1;1;2;2;1;1;1;1;8;1; ;2;3;1;2;3;4;5;10;11; ; ; ; ; ; ;21;2;2;2;1913.9171263025
485;2014;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;2;2;2;1913.9171263025
488;2014;1;1;1;2;2;2;1;2;2;1;1;2;8;1;5;6;2;3;4;5;7;8;9;10;15; ; ; ;29;2;3;2;1299.39819401189
492;2014;1;1;1;2;2;2;1;2;1;1;1;8; ;1;3;4;3;7;8;10;14; ; ; ; ; ; ; ;20;2;2;2;1926.50868634396
493;2014;1;1;1;2;1;1;2;1;1;1;1; ; ;1;2;5;3;4;5;7;8;10;11;14; ; ; ; ;21;2;2;2;1926.50868634396
494;2014;1;2;1;2;2;2;1;2;2;1;1;2; ;1;2;5;2;3;4;5;8;9;10;14;15; ; ; ;20;2;2;2;1926.50868634396
498;2014;1;1;1;2;2;2;1;1;1;1;8;1; ;2;6;5;3; ; ; ; ; ; ; ; ; ; ; ;15;2;1;2;1301.86168531382
499;2014;1;1;1;2;2;2;1;1;1;1;1;8;2;2;5; ;3; ; ; ; ; ; ; ; ; ; ; ;23;2;2;2;1451.1901456327
503;2014;1;1;1;2;1;2;1;1;1;1;1;2;8;2;1;6;2; ; ; ; ; ; ; ; ; ; ; ;26;2;3;2;901.907894248361
505;2014;2;1;1;2;2;1;2;2;1;1;3;4;5;2;6; ;2; ; ; ; ; ; ; ; ; ; ; ;25;2;3;2;901.907894248361
510;2014;1;1;1;1;1;2;1;1;1;1;1;8;4;2;18; ;2; ; ; ; ; ; ; ; ; ; ; ;21;2;2;2;1427.01212145058
517;2014;1;1;1;1;2;2;1;1;1;1;1;2; ;1;2;5;1;3;4;5;6;7;8;14;15; ; ; ;29;2;3;2;1064.65819095483
520;2014;1;1;1;1;1;2;1;1;1;1;1;3; ;1;2;3;3;4;5;6;7;8;9;10;12;14;15; ;25;2;3;2;1064.65819095483
521;2014;1;1;1;2;2;2;1;1;1;1;1;4;8;1;2;6;2;3;4;5;7;8;10;14;15; ; ; ;22;2;2;2;1234.60599271567
523;2014;1;2;1;2;2;2;1;1;2;1;1;8; ;1;2;9;2;3;4;6;7;8;10;14; ; ; ; ;25;2;3;2;1044.31440386652
525;2014;1;1;1;2;1;2;1;1;1;1;1;6;8;1;2;5;1;3;4;5;7;8;10;13;14;15; ; ;19;2;1;2;936.853736160414
530;2014;1;2;1;2;1;2;1;1;2;1;1;4;5;1;2; ;2;3;4;5;10;14; ; ; ; ; ; ;24;2;2;2;1130.38600631759
531;2014;1;1;1;2;1;2;1;1;1;1;8;1;2;1;2;5;4;5;6;7;10; ; ; ; ; ; ; ;22;2;2;2;2577.2012778291
535;2014;1;1;1;2;1;2;1;1;1;1;1;2;8;1;2;4;3;4;5;6;7;10; ; ; ; ; ; ;26;2;3;2;2179.97355591969
536;2014;2;1;1;2;1;2;1;2;1;1;1;2;8;5;2;4;3; ; ; ; ; ; ; ; ; ; ; ;24;2;2;2;1815.75544574323
543;2014;2;1;1;2;1;2;1;2;1;1;1;8; ;2;6;1;3;4;14; ; ; ; ; ; ; ; ; ;23;2;2;2;3324.0039208364
544;2014;1;1;1;2;1;2;1;1;1;1;1;4;8;2;1;4;3;4;5;10; ; ; ; ; ; ; ; ;22;2;2;2;3324.0039208364
545;2014;2;1;1;2;1;2;1;2;1;1;4;6;8;1;2;6;3;4;14; ; ; ; ; ; ; ; ; ;17;2;1;2;2522.34762395538
546;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;1;2;4;3;4;7;10;14; ; ; ; ; ; ; ;27;2;3;2;1226.23512520483
547;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;2;1;3;2;3;4;10;14; ; ; ; ; ; ; ;17;2;1;2;1100.05469062371
548;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;1;2;6;3;4;5;7;10;14; ; ; ; ; ; ;29;2;3;2;1226.23512520483
550;2014;1;1;1;1;1;2;1;1;1;1;1;2;8;2;1;3;3; ; ; ; ; ; ; ; ; ; ; ;27;2;3;2;1226.23512520483
260;2014;1;1;1;1;2;2;1;1;1;1;1;8;6;2;1;7;3;4;6;7;8;10; ; ; ; ; ; ;17;2;1;2;625.215656709908
262;2014;2;1;1;2;2;2;1;2;2;1;1;8; ;2; ; ;3;10; ; ; ; ; ; ; ; ; ; ;18;2;1;2;826.483710582276
266;2014;1;1;1;2;1;2;1;2;1;1;1;6;3;2;6;9;3;7;9; ; ; ; ; ; ; ; ; ;16;2;1;2;428.229901856102
273;2014;2;1;1;2;1;1;2;2;1;1;1;3; ;2;5; ;2;8;10; ; ; ; ; ; ; ; ; ;16;2;1;2;68.5167842969763
279;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;4;5;2;3;5;6; ; ; ; ; ; ; ; ;18;2;1;2;552.416573394371
280;2014;1;1;1;1;2;2;1;1;1;1;1;6; ;2;3;4;2;3;5;6;7;8;9;10; ; ; ; ;20;2;2;2;727.986435516938
284;2014;1;2;1;2;2;2;1;1;2;1;1;4;6;1;2;3;3;4;6;7; ; ; ; ; ; ; ; ;16;2;1;2;937.823485064862
285;2014;2;1;1;1;2;1;2;2;1;1;1;6;8;6;1;2;3;4;8;11; ; ; ; ; ; ; ; ;20;2;2;2;1235.88394866829
294;2014;1;1;1;2;1;2;1;2;2;1;1; ; ;2;1;6;2;3;4;5;6;7;8;9;10;11; ; ;18;2;1;2;1096.26854875162
302;2014;1;1;1;2;2;2;1;1;1;1;1;4;1;1;2;3;3;4;5;6;7;8;9;10;11; ; ; ;16;2;1;2;775.096122359544
319;2014;1;1;1;2;2;2;1;1;1;1;1;8;4;1;4;2;1;3;4;6;7;8;10;11;12;14;15; ;19;2;1;2;603.929011340171
324;2014;1;2;1;1;2;2;2;2;2;1;1;4;8;5;3;1;2;3;4;5;7;9;14; ; ; ; ; ;17;2;1;2;789.753322521762
328;2014;1;1;1;1;2;2;1;1;1;1;1;6;8;2;5;6;3;7;8; ; ; ; ; ; ; ; ; ;15;2;1;2;494.123736551049
334;2014;2;1;1;2;1;2;1;2;1;1;6;8; ;2;6; ;3;5;7;11; ; ; ; ; ; ; ; ;16;2;1;2;473.007337553141
336;2014;2;2;2;2;2;1;2;2;2;1;3; ; ;2;5;1;3; ; ; ; ; ; ; ; ; ; ; ;25;2;3;2;1482.92738038942
338;2014;2;1;2;2;2;1;2;2;2;1;3; ; ;1;2;5;2;14; ; ; ; ; ; ; ; ; ; ;18;2;1;2;1330.33313686821
341;2014;1;1;1;1;1;2;1;1;1;1;1;8;4;2;1;6;4;7;11; ; ; ; ; ; ; ; ; ;23;2;2;2;1268.94059061268
345;2014;1;2;1;2;2;1;2;1;2;1;1;4;3;2;6;1;4;10;11; ; ; ; ; ; ; ; ; ;19;2;1;2;962.907794304609
346;2014;1;1;2;2;2;2;2;2;2;1;6; ; ;99; ; ;10;11; ; ; ; ; ; ; ; ; ; ;16;2;1;2;886.88875791214
363;2014;1;1;1;1;2;2;1;2;1;1;1;4;8;3;2;1;2;3;10;11; ; ; ; ; ; ; ; ;17;2;1;2;853.438865513857
369;2014;1;1;1;1;1;2;1;1;1;1;6; ; ;99; ; ;2;4;5; ; ; ; ; ; ; ; ; ;18;2;1;2;1222.9154475351
373;2014;1;2;1;2;2;2;1;1;2;1;1; ; ;2;5;8;2;3;4;6;7;8; ; ; ; ; ; ;20;2;2;2;1988.7635614706
375;2014;1;1;1;2;1;1;1;1;1;1;1;6; ;3;2;1;3;4;5;5;7; ; ; ; ; ; ; ;17;2;1;2;1509.12970121353
386;2014;1;1;1;2;2;2;1;2;1;1;1;8; ;3;2;1;3;4;5;7;8;10;11;14; ; ; ; ;15;2;1;2;853.438865513857
392;2014;2;1;1;2;2;2;1;2;2;1;1;4;8;4;1;2;1;2;4;10;14; ; ; ; ; ; ; ;24;2;2;2;864.083478432056
408;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;1;2;3;2;3;4;5;11; ; ; ; ; ; ; ;16;2;1;2;566.786200139474
415;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;2;3;5;2;3;4;5;7;8;12; ; ; ; ; ;21;2;2;2;842.682402455685
424;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;6;2; ;3; ; ; ; ; ; ; ; ; ; ; ;17;2;1;2;1206.23729773273
435;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;2;3;5;2;3;4;5;6;7;9;10; ; ; ; ;18;2;1;2;626.374795926532
437;2014;2;1;1;2;2;2;1;2;1;1;1;3;4;2;1;6;2;3;7; ; ; ; ; ; ; ; ; ;20;2;2;2;1339.40971147094
448;2014;1;1;1;1;1;2;1;1;2;1;1;4;5;2;1;6;3;7;11; ; ; ; ; ; ; ; ; ;15;2;1;2;1164.11164903327
450;2014;1;1;1;1;1;2;1;1;1;1;1;4;5;2;1;6;1;7;11; ; ; ; ; ; ; ; ; ;16;2;1;2;1164.11164903327
458;2014;1;1;1;1;1;2;1;2;2;1;1;6; ;99; ; ;4;6; ; ; ; ; ; ; ; ; ; ;17;2;1;2;732.740327310283
467;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;3;4;2;3;4;7; ; ; ; ; ; ; ; ;21;2;2;2;1448.43143217206
468;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;1;2; ;2;3;4;5; ; ; ; ; ; ; ; ;27;2;3;2;1225.18262227377
470;2014;1;1;1;2;2;2;1;1;1;1;1;6; ;1;2;3;3;4;7;9; ; ; ; ; ; ; ; ;19;2;1;2;1099.11049096542
471;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;1;2; ;3;4;5;7;8;10;15; ; ; ; ; ;18;2;1;2;1309.01167577281
